url,review_id,author_id,author,position,company_size,stars,date,title,text,tags,review_url,product_url,product_name,page,vendor_name,pages,sort_filter
"https://www.g2.com/products/zapier/reviews",6724005,3472865,"Byron S.","Software engineer","Mid-Market (51-1000 emp.)",4.5,"2022-06-14","User friendly","[""Question: What do you like best about Zapier? - Answer: Everyone can use it, it has a lot of integrations, is easy to use and is fast to set up."",""Question: What do you dislike about Zapier? - Answer: Too simple, triggers and actions can be very limited."",""Question: What problems is Zapier solving and how is that benefiting you? - Answer: To send leads from Active campaign to Odoo and Survey Monkey to Active Campaign.""]","[""Validated Reviewer"",""Review source: G2 invite"",""Incentivized Review""]","https://www.g2.com/products/zapier/reviews/zapier-review-6724005","https://www.g2.com/products/zapier/reviews","Zapier",41,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",809776,472886,"Daphna G.","Director of Corporate and Nonprofit Partnerships","Small-Business (50 or fewer emp.)",5,"2020-04-24","Super Useful - The Possibilities Are Endless!","[""Question: What do you like best about Zapier? - Answer: So easy to work with, and connects to almost every software we use.  Honestly, Zapier is indispensable."",""Question: What do you dislike about Zapier? - Answer: Not everyone on our team finds it easy to work with.  A more accessible or drag-and-drop interface would be handy."",""Question: Recommendations to others considering Zapier: - Answer: Definitely open an account and make a few zaps to try it out.  If your zaps send messages/create tasks or content, I would recommend including some sort of \""generated by zap\"" note so other people in the company know where the information is coming from."",""Question: What problems is Zapier solving and how is that benefiting you? - Answer: Zapier helps us integrate our cloud-based software and also automate common actions.  It's saved us a lot of time, and helped us reduce manual data entry.""]","[""Validated Reviewer"",""Review source: G2 invite"",""Incentivized Review""]","https://www.g2.com/products/zapier/reviews/zapier-review-809776","https://www.g2.com/products/zapier/reviews","Zapier",71,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",4139184,398339,"","","Small-Business (50 or fewer emp.)",2.5,"2020-03-04","Good tool, awful Customer support","[""Question: What do you like best about Zapier? - Answer: They have Zaps for everything so it's a very helpful tool to have. Their UI is not very intuitive though."",""Question: What do you dislike about Zapier? - Answer: Customer support- Customer service is simply awful. I have an issue with Zap, so I had to contact them for support. Despite their claim of a maximum wait time of 24 hours - I've never even received a response. I had to write to them again and guess what- no response! I do understand that bigger clients have a priority but come on if I wrote to you I expect some response."",""Question: What problems is Zapier solving and how is that benefiting you? - Answer: Currently, nothing because I can't get the Zap to work.""]","[""Validated Reviewer"",""Review source: Organic""]","https://www.g2.com/products/zapier/reviews/zapier-review-4139184","https://www.g2.com/products/zapier/reviews","Zapier",71,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",3299656,967154,"","","Small-Business (50 or fewer emp.)",0.5,"2019-09-26","Hard to use","[""Question: What do you like best about Zapier? - Answer: I like the integration among programs and apps."",""Question: What do you dislike about Zapier? - Answer: It's hard to set up, and the program didn't work for me"",""Question: Recommendations to others considering Zapier: - Answer: It's hard to use."",""Question: What problems is Zapier solving and how is that benefiting you? - Answer: Gmail and Hatchbuck Integration.  It would be great if the integration had worked""]","[""Validated Reviewer"",""Review source: G2 invite"",""Incentivized Review""]","https://www.g2.com/products/zapier/reviews/zapier-review-3299656","https://www.g2.com/products/zapier/reviews","Zapier",88,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",3289833,1017582,"John C.","IT Support Specialist","Enterprise (> 1000 emp.)",5,"2019-09-25","Automate processes between your web applications.","[""Question: What do you like best about Zapier? - Answer: It has a huge range of web applications with which it can be used, to integrate, automate processes and tasks and thus create a stable workflow that expands productivity in your company. What fascinates me is that it creates connections and links between applications that are not interconnected to each other by any means, then you can create a \""zap\"" to set in motion a task between applications. You can create your own zaps or look for them in the online community of this platform. In the main dashboard it offers you a set of recommendations on how integrations can be used and a simple button to test this process. The truth is that this platform is very useful, this automates many processes with just one trigger and the actions can be from a notification to save files and back them up in the cloud."",""Question: What do you dislike about Zapier? - Answer: Some conditions in the zaps can fail to practice, it is not as intuitive as you think. In some cases, the multi-task of zaps can become a bit overloaded for the processes, in this case it would be much better to keep the native integrations between apps. Another disadvantage is the extra charge on some platforms, it is something you should know beforehand."",""Question: Recommendations to others considering Zapier: - Answer: If you want to put your business in automatic mode you can get Zapier, there are many similar products, but none have more than 1000 apps to connect, and every week the community is active, create more integrations to try it for yourself. I say it with property that this platform scales production one hundred percent."",""Question: What problems is Zapier solving and how is that benefiting you? - Answer: Zapier is indispensable in some processes that we have in the company, such as automating notifications through email and tracking and recording activities. The different zaps that we have on the dashboard help the workflow to be done without interruptions and in the simplest way without further use of other programs. With Zapier you can integrate our web applications simply.""]","[""Validated Reviewer"",""Review source: G2 invite"",""Incentivized Review""]","https://www.g2.com/products/zapier/reviews/zapier-review-3289833","https://www.g2.com/products/zapier/reviews","Zapier",88,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",3235067,1033343,"","","Small-Business (50 or fewer emp.)",5,"2019-09-19","Automation Power","[""Question: What do you like best about Zapier? - Answer: Zapier makes our system automated. Just by linking accounts, it'll work in it's own."",""Question: What do you dislike about Zapier? - Answer: It doesn't give any notification when a zap is not working."",""Question: Recommendations to others considering Zapier: - Answer: Zapier will make your life easier"",""Question: What problems is Zapier solving and how is that benefiting you? - Answer: It makes our job easier by doing things manually before, now it's automated.""]","[""Validated Reviewer"",""Review source: G2 invite"",""Incentivized Review""]","https://www.g2.com/products/zapier/reviews/zapier-review-3235067","https://www.g2.com/products/zapier/reviews","Zapier",88,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",9940307,4794382,"Henrito P.","CEO","Small-Business (50 or fewer emp.)",3,"2024-07-30","does the job but glitches often.","[""Question: What do you like best about Zapier? - Answer: i like when it works! LOL, when it works it's extremley useful. when it doesn't, it halts business"",""Question: What do you dislike about Zapier? - Answer: i dont like how often it needs manual fixing and editing."",""Question: What problems is Zapier solving and how is that benefiting you? - Answer: Connecting ads manager>leads>gohighlevel>close.io""]","[""Validated Reviewer"",""Verified Current User"",""Review source: Organic""]","https://www.g2.com/products/zapier/reviews/zapier-review-9940307","https://www.g2.com/products/zapier/reviews","Zapier",3,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",5096526,1802612,"Ritwik J.","Co-Founder and CTO","Small-Business (50 or fewer emp.)",5,"2021-10-23","Zapier Review","null","[""Validated Reviewer"",""Review source: Organic""]","https://www.g2.com/products/zapier/reviews/zapier-review-5096526","https://www.g2.com/products/zapier/reviews","Zapier",55,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",8574626,4542112,"Ashley F.","","Small-Business (50 or fewer emp.)",5,"2023-09-06","Holy Automation Batman!","[""Question: What do you like best about Zapier? - Answer: I'm still learning about Zapier but the few processes I have set up this far has been so so helpful! Being able to set up so many automations within this app, for the apps that don't offer it this level of help, is insane! I love the quick \""templates\"" they offer bc someone who is new to what Zapier can do, you don't know what you don't know! The templates help you to see just a birds eye view of what it can do to make your day more effecient! I can't wait to learn more and to put it to use where I really need it!"",""Question: What do you dislike about Zapier? - Answer: What I dislike is mainly how to set up the zaps. For the most part I have been able to figure out what I am looking for. However, someone who over thinks like I do, it can become a challenge to understand exactly how to execute the steps in order to get the outcome your looking for. So I wouldnt necessarily say its something I don't like, as more of a learning curve!"",""Question: What problems is Zapier solving and how is that benefiting you? - Answer: Right now the biggest issue it is resolving is helping to connect other apps/platforms that my clients use, to make sure the information is all going to the app I use and I don't miss anything important. For example, I have a client that will not use a project management tool and will only use a google ss. When she updates the sheet with tasks/projects, I have a zap that not only notifies me but also delivers the message as a to do in my proj mgmt tool!""]","[""Validated Reviewer"",""Review source: G2 invite"",""Incentivized Review""]","https://www.g2.com/products/zapier/reviews/zapier-review-8574626","https://www.g2.com/products/zapier/reviews","Zapier",17,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",4900275,655247,"","","Small-Business (50 or fewer emp.)",4,"2021-10-17","Zapier has been a reliable employee of ours for years now","[""Question: What do you like best about Zapier? - Answer: Zapier has the most integrations out of all of the automation tools that we've looked at"",""Question: What do you dislike about Zapier? - Answer: Compared to other solutions, the cost is a bit higher, but depending on what you need integrated, the amount of time it saves is worth it."",""Question: Recommendations to others considering Zapier: - Answer: Have your automations, maybe as a sketch, before using."",""Question: What problems is Zapier solving and how is that benefiting you? - Answer: We sent contact data from several different tools into ActiveCampaign, allowing us to streamline our hiring and CRM processes.""]","[""Validated Reviewer"",""Verified Current User"",""Review source: G2 invite"",""Incentivized Review""]","https://www.g2.com/products/zapier/reviews/zapier-review-4900275","https://www.g2.com/products/zapier/reviews","Zapier",56,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",5058659,706097,"Jordan S.","Account Manager","Small-Business (50 or fewer emp.)",5,"2021-10-15","Unlimited Power for All My Digital Apps & Websites","[""Question: What do you like best about Zapier? - Answer: Apps that never talked to one another now have the ability to interact and integrate through Zapeir! What I like best is the ability I have to integrate emails I collect through form fills (using jotform or gravityforms) on the websites I build for my clients with programs like Constant Contact. When I make this integration, I'm able to add hot new leads and emails to an automated drip campaign and further strengthen my client's message to their customers."",""Question: What do you dislike about Zapier? - Answer: Zapier has few downsides. They have excellent pricing, and their integration library is virtually limitless. My only dislike is the number of tasks for the Starter Plan."",""Question: What problems is Zapier solving and how is that benefiting you? - Answer: Zapier is helping me solve countless problems. Primarily it's helping me to strengthen my communication with new leads and stay top of mind by connecting new email leads in form fills to constant contact. It also has the ability to help me to stay notified when changes on certain google spreadsheets are made. There are so many benefits, and I couldn't be happier with Zapier.""]","[""Validated Reviewer"",""Verified Current User"",""Review source: G2 invite"",""Incentivized Review""]","https://www.g2.com/products/zapier/reviews/zapier-review-5058659","https://www.g2.com/products/zapier/reviews","Zapier",56,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",5031640,2077392,"James  W.","Head of Operations","Small-Business (50 or fewer emp.)",4.5,"2021-10-01","Linking APIs with ease","[""Question: What do you like best about Zapier? - Answer: Easy way to automate two systems together, setting up triggers and flows allow data across multiple systems used by the business to be automated and kept in sync. It removes the need for needing to know how each systems API works."",""Question: What do you dislike about Zapier? - Answer: When a function or a system isn't supported yet, sometimes there might be an API function or field that Zapier hasn't integrated, but they seem to constantly be developing the breadth of options, so it isn't a huge problkem."",""Question: What problems is Zapier solving and how is that benefiting you? - Answer: Structured data flowing around the business and the removal of spreadsheets or unnecessary admin for people to manually input data in multiple different systems. It ultimately saves people a lot of time.""]","[""Validated Reviewer"",""Verified Current User"",""Review source: G2 invite""]","https://www.g2.com/products/zapier/reviews/zapier-review-5031640","https://www.g2.com/products/zapier/reviews","Zapier",56,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",1238935,635707,"Juan J.","Digital marketing specialist","Small-Business (50 or fewer emp.)",5,"2018-11-26","Helps you integrate different software together!! Truly Amazing","[""Question: What do you like best about Zapier? - Answer: I like the fact that Zapier allows for the integration for just about any software.  We are using the software to link up zoho CRM to our inventory management system.  We also like the fact that it is very easy to set up, unlike many other software we are currently using. Zapier is easy and ready to go as it also gives you popular combinations of software such as facebook leads going to excel.  This is truly amazing automation"",""Question: What do you dislike about Zapier? - Answer: I honestly dont think we have anything bad that we can say about the software, the only thing is that it should maybe allow you to customize things even more, but as mention this software is truly one of the best we have discovered.  I am amazed how there isnt much buzz word about this wonderful software."",""Question: Recommendations to others considering Zapier: - Answer: Zapier is very useful if you have to automate or need different software you currently use to sync with one another.  Zapier will allow for multiple functions to sync up, I like the fact that there is a free version and also paid versions depending on your needs."",""Question: What problems is Zapier solving and how is that benefiting you? - Answer: We used Zapier to take care of our syncing problems.  We currently had a CRM system that did not integrate with our inventory management system.  After looking and researching we found Zapier which was exactly what we needed.  This software acts like a syncing machine between a lot of 3rd party software.  Really like this, and its become one of my favorite to use.""]","[""Validated Reviewer"",""Verified Current User"",""Review source: G2 invite"",""Incentivized Review""]","https://www.g2.com/products/zapier/reviews/zapier-review-1238935","https://www.g2.com/products/zapier/reviews","Zapier",99,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",3663411,1142156,"","","Enterprise (> 1000 emp.)",5,"2019-12-08","Zapier is easy to use.","[""Question: What do you like best about Zapier? - Answer: Zapier is super easy to use.  They have tons of integrations.  I have created several \""Zaps\"" to fix day to day issues with attribution, lead generation, and Task management.  The Gravity Forms zap is really easy and has a ton of flexibility.   I love that you can push most zaps into Google Sheets and then pull that data into Google Data Studio.  Zapier is the goto product for any API needs that I have."",""Question: What do you dislike about Zapier? - Answer: I am completely happy with Zapier.  Some of the web apps that integrate with Zapier have limited features.  Some web apps that I use do not have a ton of options or triggers so it makes it difficult to use zapier with them.  I have had to resort to coding my own API connection so I can push and pull data like I need."",""Question: What problems is Zapier solving and how is that benefiting you? - Answer: I am using this to push automated tasks into our task management system, Salesforce Integrations, Custom excel Reports, Google Data Studio reports.  I use Zapier to push my SEO / Server performance into Google Sheets, and then I push this into Data Studio.""]","[""Validated Reviewer"",""Review source: Seller invite"",""Incentivized Review""]","https://www.g2.com/products/zapier/reviews/zapier-review-3663411","https://www.g2.com/products/zapier/reviews","Zapier",73,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",3797835,443883,"Aisha S.","Presentation Specialist & Designer","Small-Business (50 or fewer emp.)",5,"2019-12-03","The Real Glue of the Internet","[""Question: What do you like best about Zapier? - Answer: Zapier is everywhere, that is their best attribute. They also make it really easy as opposed to Integromat, which looks to have a learning curve."",""Question: What do you dislike about Zapier? - Answer: The cost is a downside. I wish there were cheaper plans or bigger limits on the free plan."",""Question: Recommendations to others considering Zapier: - Answer: Unless your apps integrate natively, Zapier is a necessity."",""Question: What problems is Zapier solving and how is that benefiting you? - Answer: I mostly connect my marketing apps to send leads to my email software. It saves a lot of time versus manual importing via CSV.""]","[""Validated Reviewer"",""Review source: G2 invite"",""Incentivized Review""]","https://www.g2.com/products/zapier/reviews/zapier-review-3797835","https://www.g2.com/products/zapier/reviews","Zapier",73,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",1878842,770511,"","","Small-Business (50 or fewer emp.)",5,"2019-03-05","Makes workflows so much easier","[""Question: What do you like best about Zapier? - Answer: All of the applications Zapier allows you to connect together makes workflows ten times easier. I've had to create my own workarounds before Zapier, but now they meet every need we have."",""Question: What do you dislike about Zapier? - Answer: Nothing! Customer support is amazing and responsive. They are open to adding platforms if it makes sense."",""Question: What problems is Zapier solving and how is that benefiting you? - Answer: The transmission of data from one platform to another has always been a sticking point for us on moving on projects. With Zapier, we no longer have this problem. We are able to connect multiple parts of our business together in ways that make it easier.""]","[""Validated Reviewer"",""Verified Current User"",""Review source: G2 invite"",""Incentivized Review""]","https://www.g2.com/products/zapier/reviews/zapier-review-1878842","https://www.g2.com/products/zapier/reviews","Zapier",96,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",1794628,715151,"Mike H.","Account Manager","Mid-Market (51-1000 emp.)",4.5,"2019-02-18","Being able to integrate seamlessly","null","[""Validated Reviewer"",""Verified Current User"",""Review source: Organic""]","https://www.g2.com/products/zapier/reviews/zapier-review-1794628","https://www.g2.com/products/zapier/reviews","Zapier",96,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",2837551,932134,"Jayden Nolan L.","Electronic Engineer and Computation","Mid-Market (51-1000 emp.)",4,"2019-07-25","Cloud tool designed to build automations around third party applications.","[""Question: What do you like best about Zapier? - Answer: You have more than 750 applications connected to your service and for each application you have several triggers or triggers and actions, we can even make a trigger unleash multiple actions. This means that we can use it for better task automation. Thanks to Zapier, we can also configure a task so that every time we publish a new article on our blog, it is automatically published on Twitter or another social network. You can accelerate common business tasks, we can make a Zap that downloads all the files that a client sends to our Gmail account and upload them to a specific folder. We can have Zapier notify us every time an employee or a Zap does something important."",""Question: What do you dislike about Zapier? - Answer: The Fremium model quickly falls short, so it forces us to pay the premium version. Much more complex, it is not very intuitive, so more work is needed to learn how to use it. Interface not available in Spanish. Somehow, the product is beginning to be a matter of support for business and growth concerns."",""Question: Recommendations to others considering Zapier: - Answer: What Zapier does is take two services and act as an intermediary for our APIs. It is a tool to connect all the different apps we use, it has more than 500 apps connected to your service. The key benefits that Zapier brings to the workflows of a business are speed, consistency and visibility."",""Question: What problems is Zapier solving and how is that benefiting you? - Answer: It allows you to perform endless tasks in many different ways. We can from automating simple processes to some very complex ones that require a series of factors to be triggered, with filters and everything. It supports a ton of applications and software, operations can be configured in a thousand and one different ways. Basically our business can use it for better task automation.""]","[""Validated Reviewer"",""Verified Current User"",""Review source: G2 invite"",""Incentivized Review""]","https://www.g2.com/products/zapier/reviews/zapier-review-2837551","https://www.g2.com/products/zapier/reviews","Zapier",91,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",9128356,4834753,"Amir S.","Software Engineer","Small-Business (50 or fewer emp.)",4.5,"2024-01-19","Zapier: Simplifying My Workflow with Seamless Automation","[""Question: What do you like best about Zapier? - Answer: Zapier has been a game-changer for me in simplifying and automating various tasks across different applications. Its user-friendly interface makes creating automated workflows a breeze, even for someone with limited technical knowledge.  What I Love:  1. Ease of Use: Zapier's drag-and-drop interface allows me to set up automation flows without any coding skills. It's intuitive and doesn't require a steep learning curve. 2. Wide App Integration: The platform supports a vast array of apps, enabling seamless integration between tools I use daily. This has significantly enhanced my workflow efficiency. 3. Automation Triggers: Zapier's ability to trigger actions based on specific events in one app has saved me time and ensured that crucial tasks are never overlooked."",""Question: What do you dislike about Zapier? - Answer: One downside I've encountered is that setting up more intricate Zaps can be a bit time-consuming. Sometimes, I find myself investing more effort than expected to get everything running smoothly. Also, as my automation needs grew, the pricing structure, tied to tasks and apps, became a bit costly.  Nevertheless, Zapier remains my favorite tool for automating workflows. It has saved me a ton of time and effort, making my daily tasks much more manageable."",""Question: What problems is Zapier solving and how is that benefiting you? - Answer: Zapier has transformed the way I work. The automation it provides makes connecting and managing apps effortless. Creating Zaps for tasks like email organization and project tracking has significantly boosted my efficiency. With Zapier, work becomes simpler and more streamlined.""]","[""Validated Reviewer"",""Review source: G2 invite"",""Incentivized Review""]","https://www.g2.com/products/zapier/reviews/zapier-review-9128356","https://www.g2.com/products/zapier/reviews","Zapier",11,"Zapier",1,"most_recent"
"https://www.g2.com/products/zapier/reviews",7598483,3861458,"Abhishek S.","Senior Account Manager","Mid-Market (51-1000 emp.)",5,"2023-01-16","Automation made easy","[""Question: What do you like best about Zapier? - Answer: Ability to connect most of the apps that my team uses."",""Question: What do you dislike about Zapier? - Answer: No live chat support. It would be beneficial if we have a live chat."",""Question: What problems is Zapier solving and how is that benefiting you? - Answer: Marketing automation - We use Hubspot, Zoho, Unbounce, Mailchimp, etc. Zapier allows each of these apps to talk to each other and exchange data. Our team does not even know code.""]","[""Validated Reviewer"",""Verified Current User"",""Review source: Organic""]","https://www.g2.com/products/zapier/reviews/zapier-review-7598483","https://www.g2.com/products/zapier/reviews","Zapier",30,"Zapier",1,"most_recent"
